ledger_id	path_b64	display_path	entry_type	hidden	size_bytes	modified_epoch	category	git_kind	git_head	git_common_dir	upstream_state	risk	disposition	destination	backup_ref	verification	status	notes
home-a232248325afba7508de30eebf8f06843f529271dad982adf4689539eec79f10	L1VzZXJzL2tvb3NoYXBhcmkvLmFwcHN0b3JlY29ubmVjdA==	/Users/kooshapari/.appstoreconnect	directory	true	96	1776586883	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-47e70f0843639f37c0a3dad134ff32a5c81f89a12fa62d6594fb9956e0ab4014	L1VzZXJzL2tvb3NoYXBhcmkvLmFyZ2lzZ2F0ZQ==	/Users/kooshapari/.argisgate	directory	true	128	1769587100	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-1aa90c0dc441c48c2b903df8d1901e4ed244f54f0f2752f4eeb3b2194443954b	L1VzZXJzL2tvb3NoYXBhcmkvLmFyZ2lzZXhlYw==	/Users/kooshapari/.argisexec	directory	true	96	1769557218	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-81ea447c52ad2c960f417657e159b36e6c68f6321af2127b2377708a6c3ed2ea	L1VzZXJzL2tvb3NoYXBhcmkvLmFyZ2lzbW9uaXRvcg==	/Users/kooshapari/.argismonitor	directory	true	128	1783990801	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-bd6533a6a1434f14b1cd9acc99615f07456735cdf1175eb62147ad74caf09685	L1VzZXJzL2tvb3NoYXBhcmkvLmFyZ2lzbW9uaXRvci5jaQ==	/Users/kooshapari/.argismonitor.ci	directory	true	64	1783626195	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-555a25ece997e11ff5684ddb836350ad19e89afe36c9593c508c2b9beda44e82	L1VzZXJzL2tvb3NoYXBhcmkvLmFyZ2lzcm91dGU=	/Users/kooshapari/.argisroute	directory	true	96	1766480794	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-7360c69a34d5730cfd63e1448d0da88069f92bd12c03d60cf4143762df902a6e	L1VzZXJzL2tvb3NoYXBhcmkvLmFzcG5ldA==	/Users/kooshapari/.aspnet	directory	true	128	1757149933	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-63bea2f3d8327fd77244fcb225e9a544fb70ccaf8070fa0d8b40c7be3b8c9a6c	L1VzZXJzL2tvb3NoYXBhcmkvLmFzdGFo	/Users/kooshapari/.astah	directory	true	128	1780889291	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-ae81abe5ea8f94400f6fdcbf6a32b8e5b403e6facfbfc2529e215f5cac59ffd6	L1VzZXJzL2tvb3NoYXBhcmkvLmJ1bg==	/Users/kooshapari/.bun	directory	true	160	1752723095	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-5cead556242c09b4d8177d6baab8e2c3a172272a26920e7ca7d4f2b45573656b	L1VzZXJzL2tvb3NoYXBhcmkvLmJhYmVsLjcuNS41LmRldmVsb3BtZW50Lmpzb24=	/Users/kooshapari/.babel.7.5.5.development.json	file	true	2	1740111681	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-95b3c74fc5a8319f6b3b68798e9c1c273831b2ee270e32bfe3b70ab7bb7d84dd	L1VzZXJzL2tvb3NoYXBhcmkvLmJhc2hfaGlzdG9yeQ==	/Users/kooshapari/.bash_history	file	true	9673	1771572851	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-faa97d47e6c3a7393e300e2eae19682843212efc85c9de3141badd87499f6171	L1VzZXJzL2tvb3NoYXBhcmkvLmJhc2hfcHJvZmlsZQ==	/Users/kooshapari/.bash_profile	file	true	535	1781343546	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-493f0da3b2b81bece199b5e2657849c8db2fd4fd883fd5ee80d086b1df73ab68	L1VzZXJzL2tvb3NoYXBhcmkvLmJhc2hyYw==	/Users/kooshapari/.bashrc	file	true	213	1783898339	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-ee8f8bad7e69e8aaebbfb7facffe91d996460a769cf2370d5e47b30104f68986	L1VzZXJzL2tvb3NoYXBhcmkvLmJhemVscmM=	/Users/kooshapari/.bazelrc	file	true	159	1772269496	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-39736583ef42739ce691de4161115247f8683a292becd7e70cbe1496bd1fb8ed	L1VzZXJzL2tvb3NoYXBhcmkvLmJlbmNobWFya3M=	/Users/kooshapari/.benchmarks	directory	true	64	1771864321	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-601de8207fe4fa6bac1b048507e074bc18825393d8bef746bb64031934fc98c1	L1VzZXJzL2tvb3NoYXBhcmkvLmJpb21l	/Users/kooshapari/.biome	directory	true	64	1772589050	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-dbf34203b1e26334da0218002558c681c40ae799ba5deb46947069df16eaad48	L1VzZXJzL2tvb3NoYXBhcmkvLmJvdG8=	/Users/kooshapari/.boto	file	true	21486	1743536817	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-2fca8a0498712935f3a6d65a247be5b7452506264baa5a09271bfb351649196b	L1VzZXJzL2tvb3NoYXBhcmkvLmN1cnNvcg==	/Users/kooshapari/.cursor	directory	true	1056	1782366461	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-f6179b987c68132054c49eca502640df3404a14eda0772c8e702245bffbe38ab	L1VzZXJzL2tvb3NoYXBhcmkvLmNhY2hl	/Users/kooshapari/.cache	directory	true	1696	1784147536	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-8b612b23730b138049ca07753c182f4a16bcddb8559fe9bd58333a4ce2bdea20	L1VzZXJzL2tvb3NoYXBhcmkvLmNhcmdv	/Users/kooshapari/.cargo	directory	true	576	1784150002	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-0d3885791642d103934cb5f11dded298e643aeaf5d4a50babf61e91451f08243	L1VzZXJzL2tvb3NoYXBhcmkvLmNjdXNhZ2U=	/Users/kooshapari/.ccusage	directory	true	96	1761620403	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-ce7243db55c3f9d6769b2a22b8845b1de08ee1c464adce6edd7fad49bceaa0a8	L1VzZXJzL2tvb3NoYXBhcmkvLmNoZWFwLWxsbQ==	/Users/kooshapari/.cheap-llm	directory	true	64	1777288653	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-5de6898151194eebedeea471d5d8950fceb8ed298f3bb3017fd8fced9b2c5bad	L1VzZXJzL2tvb3NoYXBhcmkvLmNoZWxwZXI=	/Users/kooshapari/.chelper	directory	true	96	1770099061	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-2921c1eb96b8425d89b792c03a408ee9e51bc67eaa96f15be71c47aca9569f67	L1VzZXJzL2tvb3NoYXBhcmkvLmNocm9taXVtLWJyb3dzZXItc25hcHNob3Rz	/Users/kooshapari/.chromium-browser-snapshots	directory	true	96	1744675405	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-8db95f3da2130e04c1c25e3880c22fcfbf1ff68683490fa1f739cd7ea4ba98df	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZQ==	/Users/kooshapari/.claude	directory	true	3680	1784062787	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-0602a86f4c5d96f0945364e231d619a7bed267718ca67f1e851f69eba0ae2ac6	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS1jb2Rl	/Users/kooshapari/.claude-code	directory	true	256	1752195118	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-709f5e852f7aeebf9c93d03834629ba36c8bc68f8db257066b8fa45563cd650f	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS1jb2RlLXJvdXRlcg==	/Users/kooshapari/.claude-code-router	directory	true	192	1770101405	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-b1a82e318e5187e475484d79ff22278f2f61e70a7ca5fde51c407c1971ac8995	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS1ob29rcw==	/Users/kooshapari/.claude-hooks	directory	true	160	1753319043	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-5054db7598924344df565e95b84a2afa77681d9bb57e0d45a2c03e0c71877842	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS1pbWVzc2FnZS5lbnY=	/Users/kooshapari/.claude-imessage.env	file	true	214	1776913512	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-cd218e63cd581d691dde39dc352e9d7b631b7ad9bb839f4a46b0165745665c7d	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS1tb25pdG9y	/Users/kooshapari/.claude-monitor	directory	true	192	1777764169	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-f6524c43f839ef4d5193aadb97bb77a412870a3ebb591b4735393686eee855a4	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS1zZXJ2ZXItY29tbWFuZGVy	/Users/kooshapari/.claude-server-commander	directory	true	128	1783200284	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-911c9fe018f439dae9d26a98b00b9f8e7f667edff5baf6e59ca83edf1c8eca2a	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS1zZXNzaW9ucw==	/Users/kooshapari/.claude-sessions	directory	true	96	1754607299	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-369f441d88486776644f21418cb9a459d4bc1b7160f09b928469141ca4afc1e7	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS5q	/Users/kooshapari/.claude.j	file	true	755	1759423726	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-26211e6c73925425d1062266b146cc83d8c905054e838080b299e35824e1091f	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS5qc29u	/Users/kooshapari/.claude.json	file	true	206472	1784062788	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-94a260cd065c67b04a3f5d4aabce5c13aee51a678375e3bf4233e148d8d8baab	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS5qc29uLmJhY2t1cA==	/Users/kooshapari/.claude.json.backup	file	true	174382	1780982035	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-a8bc9140b31b721df7481b1d05ca8066b687e9f4bb78a79fb3230caf2da78202	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS5qc29uLnRtcC40NDkxMi4xNzU2ODQwMTA1MTkx	/Users/kooshapari/.claude.json.tmp.44912.1756840105191	file	true	21507166	1756840105	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-5da0c956999e5dda87d32d48e8e83f48d6479383bcb78fab463d583410f31dc4	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS5qc29uLnRtcC40NzM4NS4xNzU2Nzk3NTMyOTg5	/Users/kooshapari/.claude.json.tmp.47385.1756797532989	file	true	21130166	1756797533	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-9293719d81f660a22758aa010ab490b82032a0b9c62fc198bda2c6bc8ef624e9	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS5qc29uLnRtcC4xOTI0OC40MjI3YTg3ZDY0OWQ=	/Users/kooshapari/.claude.json.tmp.19248.4227a87d649d	file	true	203864	1783496231	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-ef3f6d1d531a4076de9877db2c2aa34b593ff3325c5027a662c9f631f89a810a	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS5qc29uLnRtcC4yMzk0Mi4wMjJhZTczMGM4OWQ=	/Users/kooshapari/.claude.json.tmp.23942.022ae730c89d	file	true	192750	1782835596	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-32c22207992e3ef2f8339d7f15487fb995618b0c83476436ee5e9140e5cafd9c	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVkZS5qc29uLnRtcC4yNTUxOS4xNzU5Mjk4MTE1NDI4	/Users/kooshapari/.claude.json.tmp.25519.1759298115428	file	true	0	1759298115	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-ffd7542369c01c0a0c3d01ecf34f716f5f828e0e47a336a323767ec456abd941	L1VzZXJzL2tvb3NoYXBhcmkvLmNsYXVyc3Q=	/Users/kooshapari/.claurst	directory	true	256	1779322531	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-fd9eeb3c6377d17e34976563b525d8c42e7955702efbc2b91da275636e5d1744	L1VzZXJzL2tvb3NoYXBhcmkvLmNsaS1wcm94eS1hcGk=	/Users/kooshapari/.cli-proxy-api	directory	true	640	1784079932	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-fc76e24fd4a6fe677aed763bee324c1e6d3105574e128a2e1ef79426ea68011d	L1VzZXJzL2tvb3NoYXBhcmkvLmNsb3VkZmxhcmUtZ2xvYmFsLWtleQ==	/Users/kooshapari/.cloudflare-global-key	file	true	33	1777125242	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-661e46ca7e7aeb88d63f0791396976f894b013b5927261239f2d9cf82967a071	L1VzZXJzL2tvb3NoYXBhcmkvLmNsb3VkZmxhcmUtdG9rZW4=	/Users/kooshapari/.cloudflare-token	file	true	54	1777125242	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-e5d4abcdbfdfe83723ac0516ad66560d174afc41e9a04e53ee91c978fb0b578b	L1VzZXJzL2tvb3NoYXBhcmkvLmNsb3VkZmxhcmVk	/Users/kooshapari/.cloudflared	directory	true	896	1766292074	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-af8f5323a572719843108d96e9955a95cc4f373199ed95fbbf2d3da48c607e6b	L1VzZXJzL2tvb3NoYXBhcmkvLmNtYWtl	/Users/kooshapari/.cmake	directory	true	96	1774417513	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-7b76af04106bbbb9bccf8a6afb89f29ed581fe46979c2701de607e6fffbb58b4	L1VzZXJzL2tvb3NoYXBhcmkvLmNvY29hcG9kcw==	/Users/kooshapari/.cocoapods	directory	true	96	1743280546	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-14018a5a852f6afe081964465b3bb99e1cb4aacc75b94854957abe43016bbe86	L1VzZXJzL2tvb3NoYXBhcmkvLmNvZGV4	/Users/kooshapari/.codex	directory	true	2560	1784147972	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-4b8e866a2e3ee7a18213bc84064a2175575113b35fb5ef9b569ca5c5bee10f00	L1VzZXJzL2tvb3NoYXBhcmkvLmNvZGVncHQ=	/Users/kooshapari/.codegpt	directory	true	160	1760527179	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-273b48cd313ce93127bbe1d2673872fa41a8584b4c41d74099217d9d9df15728	L1VzZXJzL2tvb3NoYXBhcmkvLmNvb2tpZWN1dHRlcl9yZXBsYXk=	/Users/kooshapari/.cookiecutter_replay	directory	true	96	1781959774	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-ceef531b49a0971c6f32de923a617359458b1730475ebe0327e2d8a1132885b7	L1VzZXJzL2tvb3NoYXBhcmkvLmNvbGFi	/Users/kooshapari/.colab	directory	true	256	1772281397	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-9bbfd578025aceec15070c07cb1ab7398df3974d79a5e9bf47923c92a72673be	L1VzZXJzL2tvb3NoYXBhcmkvLmNvbGFiLWRldg==	/Users/kooshapari/.colab-dev	directory	true	256	1772280723	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-71952241eb2d691b113aefd27454c08f1b1f4952d3241bf30ab6dbdfa4e2bb96	L1VzZXJzL2tvb3NoYXBhcmkvLmNvbGltYQ==	/Users/kooshapari/.colima	directory	true	224	1771888893	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-49e1c4acfcff6ed21f0fe623ac6c550b8074ad022c58aaa4af32a2d3a4686350	L1VzZXJzL2tvb3NoYXBhcmkvLmNvbXBvc2Vy	/Users/kooshapari/.composer	directory	true	96	1774354696	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-c503ef6628080c7a89502feee3a74bb3c695be1388e51db13f592b579d302521	L1VzZXJzL2tvb3NoYXBhcmkvLmNvbmRh	/Users/kooshapari/.conda	directory	true	128	1745868784	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-1fa528df1083a6d1213f2e5eaf1f8765fec7d387a81702d6e3b5404ab369edfd	L1VzZXJzL2tvb3NoYXBhcmkvLmNvbmZpZw==	/Users/kooshapari/.config	directory	true	2528	1783123921	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-f38ee533ac016acfff63709dd7b8bf43101be9f6b5ea4e60797dd07a2167edd2	L1VzZXJzL2tvb3NoYXBhcmkvLmNvbnRpbnVl	/Users/kooshapari/.continue	directory	true	480	1774601786	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-9960b0583daa6f6ca55eb26f2039a6e46b09060876ba9409aedf7519227dc759	L1VzZXJzL2tvb3NoYXBhcmkvLmNvcGlsb3Q=	/Users/kooshapari/.copilot	directory	true	224	1771399001	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-7942e66f158f4ce3695261eb4fb840fd5b152b018ae582362f5b209a913dcca1	L1VzZXJzL2tvb3NoYXBhcmkvLmNydW4=	/Users/kooshapari/.crun	directory	true	64	1761534346	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-322d843f40002d2e0fb365318b59667b110b0897d55e2751a1a4c752edab74ea	L1VzZXJzL2tvb3NoYXBhcmkvLmNydXNo	/Users/kooshapari/.crush	directory	true	96	1756100463	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-fc36bec85ea951f3163abeb3ee2bc70a72f2c453ec8eb6aa0bb8feb14d231a5e	L1VzZXJzL2tvb3NoYXBhcmkvLmNyeXN0YWw=	/Users/kooshapari/.crystal	directory	true	192	1753255505	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-28050a33064d42c2429cfeef98121babce8a316deaa1c364d5530150754f5b59	L1VzZXJzL2tvb3NoYXBhcmkvLmRhcnQtdG9vbA==	/Users/kooshapari/.dart-tool	directory	true	224	1743272476	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-1d4ba5b99d9a4fcef2c60f0b935603cedb04fcbbf650103a7edda4e95a2f2cb7	L1VzZXJzL2tvb3NoYXBhcmkvLmRhcnRTZXJ2ZXI=	/Users/kooshapari/.dartServer	directory	true	192	1743273007	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-9299e82f70883f63ee44f2e7fd1c7976c4b28dde9c4cd15a5304d79ba84394ba	L1VzZXJzL2tvb3NoYXBhcmkvLmRiY2xpZW50	/Users/kooshapari/.dbclient	directory	true	160	1724011949	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-cbc2deda10601e83bffcc3d37710c690cada83651631abfb9a0a82185af1ca7f	L1VzZXJzL2tvb3NoYXBhcmkvLmRlZ2l0	/Users/kooshapari/.degit	directory	true	96	1727137011	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-a038ef66fe54fd8e6b65b0480cb988d6adf923bc184be6860b459138ec16ff82	L1VzZXJzL2tvb3NoYXBhcmkvLmRlbm8=	/Users/kooshapari/.deno	directory	true	128	1751612692	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-5e61e5adbee2ad2493310b5f1239023fdfb8c096ebaf45a61ef099427cd2e2e5	L1VzZXJzL2tvb3NoYXBhcmkvLmRpcmVudg==	/Users/kooshapari/.direnv	directory	true	64	1771421245	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-2c79cc1fb5d3dc0b720a3b237983b1e1dd47dd83de45821ca5796e8a919c00a4	L1VzZXJzL2tvb3NoYXBhcmkvLmRsdg==	/Users/kooshapari/.dlv	directory	true	96	1740711053	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-078c271363e7e623ce7191f4295cb2ff1a5240130d4d345a849e636ae5aaad34	L1VzZXJzL2tvb3NoYXBhcmkvLmRvY2tlcg==	/Users/kooshapari/.docker	directory	true	704	1780998432	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-610ed6244be656daeda69e45bd92a58336e9c469739f88f8aa267801df713679	L1VzZXJzL2tvb3NoYXBhcmkvLmRvdG5ldA==	/Users/kooshapari/.dotnet	directory	true	448	1763181500	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-e48af9f03e534ebbdb9128b075f4b0d75901310c7f2e34f7101c9c2d2a10a00c	L1VzZXJzL2tvb3NoYXBhcmkvLmRvdGFnZW50cw==	/Users/kooshapari/.dotagents	directory	true	96	1774353456	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-3f22c1bd2e79f518cbc29fc1d50da2d1dfe48f448323b8851a45ec005183a31a	L1VzZXJzL2tvb3NoYXBhcmkvLmRwcmludA==	/Users/kooshapari/.dprint	directory	true	96	1781502891	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
home-dcf1a20ec2fbdae2d07c210dfe22e33decde69fafe15c40daf2fa4d8e6179b24	L1VzZXJzL2tvb3NoYXBhcmkvLmRzcHlfY2FjaGU=	/Users/kooshapari/.dspy_cache	directory	true	576	1760911653	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PENDING	PENDING	PENDING	PENDING	PENDING	
